,ポケモン名,HP,攻撃,防御,特攻,特防,素早,オリジナルのタイプ1,オリジナルのタイプ2,ノーマル,ほのお,みず,でんき,くさ,こおり,かくとう,どく,じめん,ひこう,エスパー,むし,いわ,ゴースト,ドラゴン,あく,はがね,フェアリー,カイリュー,マリルリ,ハッサム,キノガッサ,ガブリアス,ジバコイル,ウルガモス,ミミッキュ,アーマーガア,ドラパルト,マスカーニャ,キョジオーン,キラフロル,ヘイラッシャ,コノヨザル,ドオー,ドドゲザン,イダイナキバ,ハバタクカミ,テツノツツミ,テツノカイナ,テツノドクガ,セグレイブ,サーフゴー,チオンジェン,パオジアン,ディンルー,イーユイ,イルカマン(マイティ),ウォッシュロトム
570,エルレイド,68,125,65,65,115,80,エスパー,かくとう,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,2.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
571,メガエルレイド,68,165,95,65,115,110,エスパー,かくとう,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,2.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
572,ダイノーズ,60,55,145,75,150,40,いわ,はがね,-2.0,0.0,1.0,0.0,0.0,-1.0,2.0,-3.0,2.0,-2.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-3.0,0.0,-1.0,2.0,1.0,0.0,-1.0,-1.0,-2.0,-1.0,0.0,-1.0,-4.0,1.0,2.0,-1.0,0.0,4.0,-1.0,0.0,2.0,-3.0,-2.0,0.0,0.0,-1.0,2.0,0.0,1.0,1.0
573,ヨノワール,45,100,135,65,135,45,ゴースト,なし,-3.0,0.0,0.0,0.0,0.0,0.0,-3.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-3.0,0.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,-1.0,0.0,-2.0,-1.0,1.0,-3.0,1.0,0.0,-3.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
574,ユキメノコ,70,80,70,80,70,110,こおり,ゴースト,-3.0,1.0,0.0,0.0,0.0,-1.0,-3.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-1.0,2.0,-3.0,1.0,-1.0,-3.0,0.0,-1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0
575,ロトム,50,50,77,95,77,91,でんき,ゴースト,-3.0,0.0,0.0,-1.0,0.0,0.0,-3.0,-1.0,-3.0,-1.0,0.0,-1.0,0.0,1.0,0.0,1.0,-1.0,0.0,-1.0,0.0,-2.0,-3.0,-3.0,-2.0,-1.0,1.0,-2.0,1.0,1.0,0.0,-1.0,0.0,-2.0,-4.0,0.0,-6.0,1.0,0.0,-4.0,-1.0,0.0,0.0,1.0,1.0,-2.0,1.0,0.0,-1.0
576,ヒートロトム,50,65,107,105,107,86,でんき,ほのお,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,-3.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-3.0,-1.0,-3.0,-3.0,-2.0,-1.0,-3.0,0.0,-1.0,1.0,1.0,1.0,0.0,-3.0,-2.0,-3.0,-1.0,0.0,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,-3.0,-1.0,1.0,0.0
577,ウォッシュロトム,50,65,107,105,107,86,でんき,みず,0.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-1.0,-1.0,-2.0,1.0,-3.0,-2.0,-1.0,0.0,-3.0,0.0,1.0,0.0,0.0,-1.0,0.0,-3.0,-2.0,-3.0,0.0,-2.0,0.0,-1.0,-1.0,-2.0,1.0,-1.0,-3.0,-1.0,-1.0,-1.0
578,フロストロトム,50,65,107,105,107,86,でんき,こおり,0.0,1.0,0.0,-1.0,0.0,-1.0,1.0,0.0,-3.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-3.0,-1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,-3.0,0.0,-2.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-3.0,1.0,0.0,-1.0
579,スピンロトム,50,65,107,105,107,86,でんき,ひこう,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,-3.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-2.0,-2.0,-3.0,-1.0,-1.0,0.0,-2.0,0.0,-1.0,1.0,1.0,0.0,-1.0,-3.0,-1.0,-4.0,0.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,-3.0,0.0,0.0,0.0
580,カットロトム,50,65,107,105,107,86,でんき,くさ,0.0,1.0,-1.0,-2.0,-1.0,1.0,0.0,1.0,-3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-3.0,-3.0,2.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,-2.0,-1.0,-3.0,0.0,0.0,-2.0,2.0,1.0,-1.0,-1.0,1.0,-3.0,1.0,-1.0,-3.0
581,ユクシー,75,75,130,75,130,95,エスパー,なし,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-3.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-3.0,1.0,-4.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,-2.0,1.0,0.0,0.0
582,エムリット,80,105,105,105,105,80,エスパー,なし,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-3.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-3.0,1.0,-4.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,-2.0,1.0,0.0,0.0
583,アグノム,75,125,70,125,70,115,エスパー,なし,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-3.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-3.0,1.0,-4.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,-2.0,1.0,0.0,0.0
584,ディアルガ,100,120,120,150,100,90,はがね,ドラゴン,-1.0,0.0,-1.0,-1.0,-2.0,0.0,1.0,-3.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-2.0,-1.0,1.0,-2.0,-1.0,0.0,-2.0,0.0,-2.0,-1.0,-4.0,-1.0,1.0,-2.0,-1.0,2.0,0.0,-1.0,0.0,-3.0,0.0,-1.0,-2.0,0.0,1.0,0.0,-1.0,-2.0
585,ディアルガ(オリジン),100,100,120,150,120,90,はがね,ドラゴン,-1.0,0.0,-1.0,-1.0,-2.0,0.0,1.0,-3.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-2.0,-1.0,1.0,-2.0,-1.0,0.0,-2.0,0.0,-2.0,-1.0,-4.0,-1.0,1.0,-2.0,-1.0,2.0,0.0,-1.0,0.0,-3.0,0.0,-1.0,-2.0,0.0,1.0,0.0,-1.0,-2.0
586,パルキア,90,120,100,150,120,100,みず,ドラゴン,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-2.0,1.0,-1.0,1.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1.0,0.0,1.0,-2.0,0.0,-2.0,1.0,-1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0
587,パルキア(オリジン),90,100,100,150,120,120,みず,ドラゴン,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-2.0,1.0,-1.0,1.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1.0,0.0,1.0,-2.0,0.0,-2.0,1.0,-1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0
588,ヒードラン,91,90,106,130,106,77,ほのお,はがね,-1.0,-3.0,1.0,0.0,-2.0,-2.0,1.0,-3.0,2.0,-1.0,-1.0,-2.0,0.0,0.0,-1.0,0.0,-2.0,-2.0,-2.0,-1.0,-4.0,-1.0,1.0,-2.0,-5.0,-2.0,-3.0,-1.0,-2.0,0.0,-3.0,1.0,1.0,-1.0,-2.0,3.0,-2.0,-1.0,1.0,-6.0,-3.0,-2.0,-2.0,-2.0,2.0,-3.0,1.0,1.0
589,レジギガス,110,160,110,80,110,100,ノーマル,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
590,ギラティナ(アナザー),150,100,120,100,120,90,ゴースト,ドラゴン,-3.0,-1.0,-1.0,-1.0,-1.0,1.0,-3.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,-4.0,1.0,-1.0,-2.0,2.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-2.0,-1.0,1.0,-3.0,2.0,0.0,-4.0,-2.0,2.0,1.0,0.0,2.0,1.0,0.0,-1.0,-2.0
591,ギラティナ(オリジン),150,120,100,120,100,90,ゴースト,ドラゴン,-3.0,-1.0,-1.0,-1.0,-1.0,1.0,-3.0,-1.0,-3.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,-4.0,-2.0,-1.0,-2.0,2.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-2.0,-4.0,1.0,-6.0,2.0,0.0,-4.0,-2.0,2.0,1.0,0.0,2.0,-2.0,0.0,-1.0,-2.0
592,クレセリア,120,70,110,75,120,85,エスパー,なし,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-3.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-3.0,1.0,-4.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,-2.0,1.0,0.0,0.0
593,フィオネ,80,80,80,80,80,80,みず,なし,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-2.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0
594,マナフィ,100,100,100,100,100,100,みず,なし,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-2.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0
595,ダークライ,70,90,90,135,90,125,あく,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
596,シェイミ(ランド),100,100,100,100,100,100,くさ,なし,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,2.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-2.0
597,シェイミ(スカイ),100,103,75,120,75,127,くさ,ひこう,0.0,1.0,-1.0,0.0,-2.0,2.0,-1.0,1.0,-3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-3.0,-3.0,0.0,1.0,0.0,1.0,0.0,-2.0,1.0,2.0,-1.0,-1.0,-2.0,0.0,-4.0,0.0,1.0,-1.0,2.0,2.0,0.0,-2.0,2.0,-3.0,1.0,-1.0,-1.0
598,アルセウス,120,120,120,120,120,120,ノーマル,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
599,ビクティニ,100,100,100,100,100,100,エスパー,ほのお,0.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,-2.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
600,ツタージャ,45,45,55,45,55,63,くさ,なし,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,2.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-2.0
601,ジャノビー,60,60,75,60,75,83,くさ,なし,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,2.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-2.0
602,ジャローダ,75,75,95,75,95,113,くさ,なし,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,2.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-2.0
603,ポカブ,65,63,45,45,45,45,ほのお,なし,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,-1.0,1.0,-1.0,-2.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0
604,チャオブー,90,93,55,70,55,55,ほのお,かくとう,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,-2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,1.0,-3.0,-1.0,1.0,-1.0,-3.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,1.0,-2.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-2.0,-2.0,0.0,-2.0,1.0,1.0
605,エンブオー,110,123,65,100,65,65,ほのお,かくとう,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,-2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,1.0,-3.0,-1.0,1.0,-1.0,-3.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,1.0,-2.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-2.0,-2.0,0.0,-2.0,1.0,1.0
606,ミジュマル,55,55,45,63,45,45,みず,なし,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-2.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0
607,フタチマル,75,75,60,83,60,60,みず,なし,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-2.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0
608,ダイケンキ,95,100,85,108,70,70,みず,なし,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-2.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0
609,ダイケンキ(ヒスイ),90,108,80,100,65,85,みず,あく,0.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,-3.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-2.0,1.0,0.0,-2.0,2.0,-1.0,-1.0,-2.0,0.0,-2.0,-1.0,-2.0,-1.0,0.0
610,ミネズミ,45,55,39,35,39,42,ノーマル,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
611,ミルホッグ,60,85,69,60,69,77,ノーマル,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
612,ヨーテリー,45,60,45,25,45,55,ノーマル,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
613,ハーデリア,65,80,65,35,65,60,ノーマル,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
614,ムーランド,85,110,90,45,90,80,ノーマル,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
615,チョロネコ,41,50,37,50,37,66,あく,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
616,レパルダス,64,88,50,88,50,106,あく,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
617,ヤナップ,50,53,48,53,48,64,くさ,なし,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,2.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-2.0
618,ヤナッキー,75,98,63,98,63,101,くさ,なし,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,2.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-2.0
619,バオップ,50,53,48,53,48,64,ほのお,なし,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,-1.0,1.0,-1.0,-2.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0
620,バオッキー,75,98,63,98,63,101,ほのお,なし,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,-1.0,1.0,-1.0,-2.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0
621,ヒヤップ,50,53,48,53,48,64,みず,なし,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-2.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0
622,ヒヤッキー,75,98,63,98,63,101,みず,なし,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-2.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0
623,ムンナ,76,25,45,67,55,24,エスパー,なし,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
624,ムシャーナ,116,55,85,107,95,29,エスパー,なし,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
625,マメパト,50,55,50,36,30,43,ノーマル,ひこう,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,-3.0,0.0,0.0,-1.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-3.0,1.0,-1.0,-3.0,0.0,-3.0,-1.0,1.0,1.0,0.0,-3.0,-3.0,0.0,-3.0,-3.0,1.0,1.0,0.0,1.0,-3.0,-1.0,1.0,-3.0,0.0,0.0,1.0
626,ハトーボー,62,77,62,50,42,65,ノーマル,ひこう,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,-3.0,0.0,0.0,-1.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-3.0,1.0,-1.0,-3.0,0.0,-3.0,-1.0,1.0,1.0,0.0,-3.0,-3.0,0.0,-3.0,-3.0,1.0,1.0,0.0,1.0,-3.0,-1.0,1.0,-3.0,0.0,0.0,1.0
